BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
15-57706,"En cas de versement d'une avance, Le titulaire doit fournir la garantie à première demande prévue à l'article 89 du Code des Marchés Publics. Cette garantie doit couvrir 100% du montant de l'avance.","Les ressources qui seront mobilisées pour financer l'opération sont constituées par les fonds propres du SYTRAL. Les paiements seront effectués par virement administratif dans le délai réglementaire de 30 jours à compter de la présentation des demandes de paiement, selon l'application des articles 86 à 100 du code des marchés publics","Les candidats n'ont pas la possibilité de soumissionner en agissant à la fois en qualité de candidat individuel et de membre d'un ou plusieurs groupement.En cas de groupement, la forme souhaitée par l'entité adjudicatrice est un groupement solidaire ou un groupement conjoint avec mandataire solidaire.Quel que soit la forme du groupement, le mandataire devra avoir l'agrément d'EOQA pour procéder à l'évaluation de la sécurité de la conception, de la réalisation ou de l'exploitation de systèmes de transport public guidé.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
15-25814,le versement éventuel de l'avance forfaitaire est subordonné à la constitution d'une garantie à première demande. Retenue de garantie de 5 %.,paiement par mandat administratif dans les délais légaux. Financement: fonds propres.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
15-57708,"Conformément aux dispositions de l'article 87 du Code des Marchés Publics, une avance est accordée au titulaire du marché s'il le désire dès lors que le montant initial du marché est supérieur au seuil de 50 000 euro(s) HT et dans la mesure où le délai d'exécution est supérieur à 2 mois. Cette avance n'est due au titulaire du marché que sur la part du marché qui ne fait pas l'objet de sous-traitance.Conformément à l'article 101 du code des marchés publics, une retenue de garantie, à la charge du titulaire, de 5 % du montant initial du marché, éventuellement augmenté, le cas échéant, du montant des avenants sera appliquée. Cette retenue est prélevée par fractions sur chacun des versements autres qu'une avance. Dans l'hypothèse où le montant des sommes dues au titulaire ne permettrait pas de procéder au prélèvement de la retenue de garantie, celui-ci est tenu de constituer une garantie à première demande selon les modalités fixées à l'article 102 du code des marchés publics.","Conformément à l'article 98 du Code des Marchés Publics, le délai global de paiement ne peut excéder 30 jours à compter de la date de réception de la facture par les services municipaux et le dépassement de ce délai ouvre de plein droit et sans autre formalité pour le titulaire du marché ou le sous-traitant de premier rang le bénéfice d'intérêts moratoires à compter du jour suivant l'expiration de ce délai.Le taux des intérêts moratoires est égal au taux d'intérêt de la principale facilité de refinancement appliquée par la Banque centrale européenne à son opération de refinancement principal la plus récente effectuée avant le premier jour de calendrier du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de huit points.La mise en oeuvre de ce délai interviendra dans les conditions fixées par le décret modifié 2002-232 en date du 21 février 2002.En outre, le retard de paiement donnera lieu, de plein droit et sans autre formalité, au versement d'une indemnité forfaitaire pour frais de recouvrement de 40 euro(s), dans les conditions fixées par la loi no2013-100 en date du 28 janvier 2013 et au décret no 2013-269 du 29 mars 2013.Les dépenses affectées à cette opération seront imputées, d'une part, sur les ressources propres de la Ville, et d'autre part, sur les subventions des financeurs suivants: la Direction régionale des Affaires culturelles Ile-de-France, Ministère de la Culture et de la Communication, de la Région Ile-de-France et du Département du Val-de-Marne.","Le marché sera attribué soit à un opérateur économique individuel, soit à un groupement d'opérateurs économiques solidaire ou conjoint avec mandataire solidaire. L'opérateur économique mandataire du groupement ne peut représenter, en cette qualité, plus d'un groupement pour un même marché.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
15-57709,Avance de l'article 87 du code des marchés publics conditionnée à la constitution d'une garantie à 1ère demande (article 89),Mode de financement : marché financé sur le budget du pouvoir adjudicateur.- Mode de paiement : Virement bancaire (Mandat administratif).- Délai de paiement : 30 jours,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
15-57710,Aucuns cautionnement ni garanties ne sont exigées,"Les sommes dues au(x) titulaire(s), seront payées dans un délai global de 30 jours à compter de la date de réception des demandes de paiement.En cas de retard de paiement, le titulaire a droit au versement d'intérêts moratoires, ainsi qu'à une indemnité forfaitaire pour frais de recouvrement d'un montant de 40 euros . Le taux des intérêts moratoires est égal au taux d'intérêt appliqué par la Banque centrale européenne à ses opérations principales de refinancement les plus récentes, en vigueur au premier jour du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de huit points de pourcentage.",SOLIDAIRE,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
15-57715,Aucune clause de garantie financière ne sera appliquée,Imputation budgétaire: 011-611,Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.,False,False,,True,False,False,CF_NIV_SUIV,['FR'],
15-57716,"Conformément à l'article 87 du Code des Marchés Publics, dans le cas d'un marché à bons de commande ne comportant ni minimum ni maximum, l'avance est accordée pour chaque bon de commande d'un montant supérieur à 50 000 euros HT et d'une durée d'exécution supérieure à deux mois ou si le montant de la partie forfaitaire est supérieur à 50 000euro(s) HT. En vertu de l'article 89 du Code des Marchés Publics, l'avance ne sera versée qu'après constitution, par le titulaire, d'une garantie à première demande couvrant spécifiquement le montant de cette avance. L'avance ne pourra être mandatée qu'après constitution de cette garantie.Le remboursement de l'avance, effectué par précompte sur les sommes dues ultérieurement au titulaire, commence lorsque le montant des prestations exécutées au titre du marché atteint 65 % du montant minimum du marché. Il sera terminé lorsque ce total atteindra 80 %.",La dépense générée par ce marché sera financée par les ressources propres du CASVP (budget général). Le paiement se fera conformément aux règles de la comptabilité publique et du code des marchés publics et au décret no 2013-269 du 29 mars 2013 relatif à la lutte contre les retards de paiement dans les contrats de la commande publique et aux règles de la comptabilité publique et du Code des Marchés Publics. Il s'effectuera par mandat administratif. Le délai global de paiement sera de 30 jours.,"Les opérateurs économiques peuvent se porter candidats individuellement ou sous forme de groupement.En vertu de l'article 51 du Code des Marchés Publics, pour l'exécution du présent marché, si le candidat retenu est un groupement conjoint, le mandataire sera solidaire de chacun des membres du groupement pour ses obligations contractuelles à l'égard du CAS-VP.Les candidats ne pourront pas présenter plusieurs offres en agissant comme mandataire de plusieurs groupements.De plus, les candidats ne pourront pas présenter plusieurs offres en agissant à la fois :- en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;- en qualité de membres de plusieurs groupements.L'ensemble des candidats qui se trouveraient dans un ou plusieurs de ces cas sera éliminé, ainsi que le ou les groupements dont ils faisaient partie.",False,False,"Cette consultation comporte des conditions particulières d'exécution visées à l'article 14 du Code des Marchés Publics et dont le détail est indiqué dans le Cahier des Clauses Particulières (C.C.P), art 6.",False,False,False,CF_NIV_SUIV,['FR'],
15-57717,,Fonds propres - articles 86 à 111 du Code des Marchés PublicsDélai de paiement - article 98 du Code des Marchés Publics,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
15-57718,,"Les dépenses seront imputées sur le budget de la caisse des ecole. Le délai de paiement est 30 jours.Les facture seront payées par le trésorier des ets publics locaux, 26, rue bénard- 75014 paris.",,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
15-57721,,Délai global de paiement : de 30 jours,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
