BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
10-146370,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
15-60672,"Si le montant de l'avance forfaitaire demandée par le titulaire est supérieur à 30% du montant global du marché subséquent, celui-ci devra préalablement constituer une garantie à première demande",Le financement est assuré par les ressources budgétaires propres de chaque membre du groupement de commandes. Le paiement est effectué dans les délais et conditions indiqués à l'article 98 du code des marchés publics,Les opérateurs économiques sont autorisés à se porter candidats seuls ou sous forme de groupement solidaire ou de groupement conjoint,False,False,,True,False,False,CF_NIV_SUIV,,
11-137408,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
12-158107,,financement : fonds propres Paiement : 50 jours à réception de la facture.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
13-145592,-Garantie à première demande garantissant le remboursement à hauteur de 100% de l'avance (voir Ccap).Le dossier est remis gratuitement sur simple demande.,Les prestations objet du présent marché seront rémunérées par mandat selon la réglementation en vigueur. Le délai global de paiement est fixé à 30 jours. Le marché pourra être nanti ou cédé. Les prix sont ajustables. Les ressources mobilisées pour financer l'opération sont les fonds propres communaux.,,False,False,,True,False,False,CF_NIV_SUIV,['FR'],ou langue étrangère si elles sont accompagnées d'une traduction en langue française.
13-175282,,"Paiement 30j par mandat administratif sur fonds propres de la collectivité et subventions éventuelles (FFF, Région Bretagne, etc.)",,False,False,,False,False,False,CF_NIV_SUIV,,
13-176831,"Le règlement des sommes dues pour l'exécution de la mission fait l'objet d'acomptes. Le règlement de chaque POSTE se fera en seul acompte en fin de prestation, après réception, et suivant le "" montant H.T. euro forfaitaire du POSTE "" indiqué à l'acte d'engagement.Il est rappelé que conformément à l'article 11.2 du CCAG-PI, chaque acompte fait l'objet d'une demande de paiement.",Le mode de règlement est le virement administratif.Le délai global de paiement sur lequel s'engage l'université d'aix-marseille est de 30 jours.,,False,False,,False,True,True,CF_NIV_SUIV,,
13-200365,,Le financement est assuré par l'État.Les prix sont révisables.Le délai global de paiement est de 30 jours.,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
13-42492,,Financement sur les crédits propres de l'université.Délai global de paiement: 30 jours par virement administratif.Les dispositions relatives aux avances et acomptes seront fixées aux marchés subséquents.,,False,False,,True,True,False,CF_NIV_SUIV,,
15-78109,,Financement multiple : ressources propres de la collectivité ;Paiement : Le règlement des dépenses se fera par virement bancaire.,"Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. A l'issue de l'attribution du marché, le pouvoir adjudicateur imposera la forme d'un groupement solidaire conformément à l'article 51 VII du Code des marchés publics. Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, conformément à l'article 51-VI-1 du Code des marchés publics.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
